%time,field.data
1661550961676055530,333.79998779296875
1661550961778187672,335.79998779296875
1661550961881351845,334.5
1661550961983982645,331.8999938964844
1661550962085952413,330.79998779296875
1661550962189910911,329.20001220703125
1661550962292281195,324.5
1661550962394831706,324.1000061035156
1661550962497455155,322.8999938964844
1661550962599495962,328.5
1661550962702070474,330.8999938964844
1661550962804451348,327.0
1661550962906516921,319.8999938964844
1661550963008530923,320.20001220703125
1661550963112734198,322.29998779296875
1661550963215204827,319.20001220703125
1661550963317664832,321.3999938964844
1661550963423204596,326.8999938964844
1661550963526846598,609.7999877929688
1661550963630669182,328.1000061035156
1661550963732748421,331.1000061035156
1661550963834969930,333.6000061035156
1661550963937285538,325.5
1661550964040226692,324.29998779296875
1661550964142843950,329.70001220703125
1661550964246070315,328.29998779296875
1661550964348552192,329.29998779296875
1661550964450950189,333.29998779296875
1661550964553839798,333.0
1661550964658804230,330.1000061035156
1661550964760926918,329.79998779296875
1661550964863781631,329.3999938964844
1661550964965773551,329.79998779296875
1661550965067750441,328.5
1661550965170335026,333.5
1661550965272854898,335.1000061035156
1661550965375584694,332.6000061035156
1661550965478164915,336.1000061035156
1661550965581349911,334.1000061035156
1661550965683347432,329.3999938964844
1661550965786104408,609.7999877929688
1661550965888152780,329.5
1661550965990524409,327.6000061035156
1661550966093345727,324.5
1661550966195565596,602.0
1661550966298061492,326.70001220703125
1661550966400845543,331.3999938964844
1661550966503412925,326.20001220703125
1661550966605669721,596.2999877929688
1661550966708508816,319.1000061035156
1661550966811808947,327.70001220703125
1661550966915516047,330.1000061035156
1661550967017775573,330.70001220703125
1661550967121747763,332.70001220703125
1661550967224197004,333.5
1661550967326225391,331.20001220703125
1661550967428073086,327.29998779296875
1661550967531201168,322.1000061035156
1661550967634151185,326.79998779296875
1661550967736098292,332.0
1661550967838544892,335.29998779296875
1661550967940830663,333.8999938964844
1661550968042745651,330.6000061035156
1661550968146346902,327.1000061035156
1661550968249884971,327.6000061035156
1661550968352223668,327.3999938964844
1661550968455421294,326.29998779296875
1661550968557364017,329.20001220703125
1661550968659544750,333.6000061035156
1661550968761861061,336.3999938964844
1661550968865305057,333.79998779296875
1661550968967200269,334.5
1661550969069525024,338.70001220703125
1661550969172227065,337.0
1661550969274733548,334.0
1661550969377769083,332.8999938964844
1661550969480747630,337.70001220703125
1661550969583096608,343.70001220703125
1661550969688118795,633.2000122070312
1661550969790393496,343.0
1661550969893043352,344.8999938964844
1661550969996086079,346.1000061035156
1661550970098713199,343.70001220703125
1661550970201254857,340.29998779296875
1661550970305289865,336.70001220703125
1661550970407669132,339.5
1661550970510079805,346.79998779296875
1661550970612696373,345.8999938964844
1661550970715113736,340.3999938964844
1661550970817374977,336.79998779296875
1661550970921785393,332.29998779296875
1661550971024501396,327.5
1661550971126300278,333.5
1661550971228733867,331.20001220703125
1661550971331295729,335.29998779296875
1661550971433809531,337.20001220703125
1661550971536069745,343.70001220703125
1661550971638107798,338.5
1661550971740958147,336.5
1661550971844214314,339.0
1661550971946896601,342.79998779296875
1661550972048975895,340.0
1661550972152425627,335.0
1661550972254713825,333.79998779296875
1661550972359312922,333.79998779296875
1661550972460987105,335.70001220703125
1661550972564236035,341.6000061035156
1661550972666541800,340.0
1661550972768945625,338.0
1661550972871089508,336.20001220703125
1661550972975385500,330.8999938964844
1661550973077791047,326.79998779296875
1661550973179943688,329.20001220703125
1661550973282812658,330.29998779296875
1661550973386542894,331.3999938964844
1661550973489123183,335.79998779296875
1661550973592646444,337.6000061035156
1661550973694579605,337.0
1661550973796785447,333.8999938964844
1661550973900396847,340.70001220703125
1661550974002355414,348.3999938964844
1661550974104707521,346.70001220703125
1661550974207342583,643.0999755859375
1661550974310099511,347.20001220703125
1661550974412254994,340.3999938964844
1661550974514638421,339.70001220703125
1661550974616791849,342.20001220703125
1661550974718802244,346.5
1661550974822821404,345.3999938964844
1661550974925308272,347.6000061035156
1661550975027324438,347.3999938964844
1661550975130059377,342.79998779296875
1661550975232229755,345.5
1661550975334916885,346.3999938964844
1661550975437069725,341.29998779296875
1661550975539572366,338.5
1661550975643247322,336.1000061035156
1661550975745534461,335.6000061035156
1661550975847677901,335.79998779296875
1661550975950577472,334.29998779296875
1661550976053755227,339.0
1661550976156009929,628.7000122070312
1661550976261539706,340.79998779296875
1661550976361351128,335.8999938964844
1661550976464794933,334.20001220703125
1661550976567785267,335.79998779296875
1661550976670490646,333.1000061035156
1661550976773406818,325.8999938964844
1661550976876789154,323.8999938964844
1661550976978304819,331.70001220703125
1661550977081479535,336.1000061035156
1661550977183727037,342.0
1661550977286410654,627.5999755859375
1661550977388384607,339.6000061035156
1661550977491896512,339.29998779296875
1661550977595794011,341.8999938964844
1661550977697948327,346.1000061035156
1661550977801551019,351.3999938964844
1661550977905006724,348.79998779296875
1661550978006981626,342.0
1661550978109916589,342.29998779296875
1661550978211866963,341.6000061035156
1661550978314963000,339.0
1661550978418885907,336.20001220703125
1661550978521406114,337.0
1661550978626751159,335.6000061035156
1661550978729092539,332.6000061035156
1661550978832407579,335.3999938964844
1661550978934768430,342.0
1661550979037610926,340.0
1661550979139998938,334.6000061035156
1661550979242235260,329.5
1661550979345369219,328.29998779296875
1661550979447748155,329.8999938964844
1661550979551306658,326.70001220703125
1661550979654812802,324.70001220703125
1661550979756952746,319.0
1661550979861229628,325.5
1661550979963795563,336.5
1661550980066823756,623.5
1661550980169110438,337.79998779296875
1661550980271671544,332.70001220703125
1661550980374138860,329.5
1661550980476929348,323.5
1661550980581132285,321.29998779296875
1661550980683962376,324.1000061035156
1661550980786759072,327.6000061035156
1661550980889093668,332.79998779296875
1661550980991083316,333.29998779296875
1661550981094705530,333.8999938964844
1661550981197618743,336.0
1661550981301059899,338.5
1661550981403425248,337.79998779296875
1661550981505911589,621.4000244140625
1661550981609522018,623.2999877929688
1661550981711608120,339.1000061035156
1661550981815938810,341.79998779296875
1661550981918173273,340.3999938964844
1661550982021443366,336.0
1661550982125135216,333.6000061035156
1661550982228181625,330.20001220703125
1661550982330358305,329.3999938964844
1661550982433295605,332.1000061035156
1661550982536429652,616.2999877929688
1661550982638571512,337.70001220703125
1661550982741210802,336.8999938964844
1661550982844305526,333.6000061035156
1661550982946668968,335.5
1661550983052015382,333.8999938964844
1661550983154486580,328.1000061035156
1661550983257061998,329.0
1661550983360252050,333.29998779296875
1661550983462612045,331.6000061035156
1661550983566274778,328.29998779296875
1661550983668235158,331.1000061035156
1661550983770288931,334.5
1661550983873095646,335.29998779296875
1661550983976526437,337.3999938964844
1661550984078820990,339.29998779296875
1661550984181723784,335.29998779296875
1661550984284758355,335.70001220703125
1661550984387194673,334.20001220703125
1661550984490672394,332.8999938964844
1661550984594710680,333.5
1661550984697204516,333.79998779296875
1661550984799553427,335.79998779296875
1661550984902188016,341.1000061035156
1661550985004534859,343.29998779296875
1661550985107285652,340.79998779296875
1661550985210880602,338.8999938964844
1661550985314782436,335.6000061035156
1661550985417587283,330.79998779296875
1661550985520941447,332.5
1661550985623057284,334.79998779296875
1661550985727318937,333.20001220703125
1661550985830453468,328.20001220703125
1661550985932673281,326.5
1661550986035409737,327.79998779296875
1661550986137706519,329.29998779296875
1661550986240759486,325.8999938964844
